charity_id,charity_name,charity_mission,charity_url,category_id,category_name,sub_category,work_type,state,city,latitude,longitude,minage,maxage,accountability_score,financial_score,overall_score,total_contributions
1180,Humble Area Assistance Ministries,"Founded in 1990, Humble Area Assistance Ministries (HAAM) is a faith-based organization that helps community residents in crisis by providing essential resources to move towards self-sufficiency. The vision of HAAM is to meet immediate basic living needs, promote self-sufficiency, partner with other community agencies/organizations to continue to assist those in the community, and proactively seek new resources and tools to serve those in need.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15415,5,Human Services ,Human Services ,Social Services,TX,Humble,31.054487,-97.563461,44,100,100,92.49,94.68,2328599
1181,Humane Society of West Michigan,"For 130 years, Humane Society of West Michigan has operated under a seemingly simple mission, one that we feel provides both animals and those who care for them with an irreplaceable resource. Our mission is to promote the humane treatment and responsible care of animals in West Michigan through education, example, placement and protection. Humane Society of West Michigan is a limited admission shelter. This means that we must restrict the number of animals we receive in order to continue providing the best care and shelter for our current animals.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5287,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",MI,Grand Rapids,43.326618,-84.536095,17,30,82,84.34,83.12,1175198
1182,The Humane Society of the United States,"The Humane Society of the United States (HSUS) is the nation's largest and most effective animal protection organization. Established in 1954, The HSUS seeks a humane and sustainable world for all animals - a world that will also benefit people. We work to reduce suffering and to create meaningful social change for animals by advocating for sensible public policies, investigating cruelty and working to enforce existing laws, educating the public about animal issues, joining with corporations on behalf of animal-friendly policies, and conducting hands-on programs that make ours a more humane world. We are the lead disaster relief agency for animals, and we provide direct care for thousands of animals at our sanctuaries and rescue facilities, wildlife rehabilitation centers, and mobile veterinary clinics.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3848,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",DC,Washington,38.897438,-77.026817,44,100,96,69.41,78.18,112881052
1183,Humane Society of Southern Arizona,Acting with compassion and responsible stewardship through innovative programs that serve pets and the people who love them. Our vision: A community in which all pets are cared for and loved.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5746,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",AZ,Tucson,33.729759,-111.431221,17,30,96,82.1,87.03,4611463
1184,Humanitarian Service Project,"The Humanitarian Service Project's purpose is to alleviate the pain and suffering that poverty brings to needy seniors and children living in DuPage and Kane Counties, Illinois, without discrimination or exclusion for any reason. Currently, HSP operates five major programs to provide nutrition and other much needed support to vulnerable populations throughout its service area. These programs are: the Senior Citizen Project which provides nutritious groceries to 133 seniors every month; the Children's Birthday Project provide toys, books, party supplies, and school supplies to 700+ underprivileged children for their birthdays; Feed the Kids provides access to summertime nutrition for 100 families: the Christmas Offering which provides nutritious food for more than 500 families and Christmas gifts for over 2,000 children: and the School Supply Drive which equips over 3,000 kids with the materials they need to succeed in school.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9984,5,Human Services ,Human Services ,Social Services,IL,Carol Stream,40.349457,-88.986137,17,30,81,100,86.56,1069126
1185,Humane Society of Summit County,"Humane Society of Summit County (HSSC) cares and advocates for the abused, neglected, and abandoned animals of our community. Through education and support, we strengthen the bond between people and animals.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6074,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",OH,Twinsburg,40.388783,-82.764915,17,30,88,88.32,88.15,1461453
1186,Humane Society of South Coastal Georgia,"The Humane Society of South Coastal Georgia is dedicated to promoting the compassionate treatment of animals in our community through adoption, public spay/neuter services, sheltering and education. We advocate responsible pet ownership through community outreach, involvement and education.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13338,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",GA,Brunswick,33.040619,-83.643074,31,43,100,89.05,92.25,342860
1187,Humane Society of Sonoma County,"The Humane Society of Sonoma County, founded in 1931, is a nationally recognized charitable organization that serves animals and people throughout Sonoma County. Donations from individuals, businesses and foundations who share our commitment to the animals and to the quality of life in our community make our services and programs possible. We work to provide quality care and a safe haven to our companion animals, to find each animal a loving home and to provide education and outreach to better the lives of people and their pets. Annually, we provide shelter and medical care for over 6,000 homeless, abused and stray animals as well as 1,800 spay and neuters through our shelter veterinary clinic.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5837,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",CA,Santa Rosa,36.116203,-119.681564,31,43,88,89.25,88.6,1671999
1188,Humane Society of South Mississippi,"The mission of the Humane Society of South Mississippi (HSSM) is to save and enhance the lives of pets through cooperative and innovative approaches to adoption, spay/neuter, sheltering and community engagement.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7270,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",MS,Gulfport,32.741646,-89.678696,17,30,86,86.3,86.14,977874
1189,Humane Society of the Treasure Coast,"Since 1955, the Humane Society of the Treasure Coast (HSTC) has been the leading advocate for animal welfare in the Martin County area. HSTC is an open admission shelter with no time limit on hope. We accept all animals regardless of health, age, temperament or breed. Our mission is to assure a better life for companion animals by providing shelter, finding loving homes and promoting respect for their place in our lives. HSTC cares for more than 6,000 animals every year. Over the years more than 100,000 animals have received care through HSTC's programs and services.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6304,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,Palm City,27.766279,-81.686783,17,30,100,92.01,94.35,1649787
1190,Humane Society of the Pikes Peak Region,"Founded in 1949, the Humane Society of the Pikes Peak Region (HSPPR) is dedicated to the care and protection of domesticated animals in our community. Our mission is to prevent animal cruelty and neglect and to promote a responsible community where animals are inherently valued and owners are committed to their pets. On average, more than 23,000 animals pass through the Humane Society of the Pikes Peak Region's doors annually: lost pets, injured animals, rescued animals, and surrendered animals. HSPPR is the largest animal shelter in southern and western Colorado, serving thousands of citizens and pets annually through our animal services, and by offering volunteer opportunities, education services and community outreach programs.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5727,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",CO,Colorado Springs,39.059811,-105.311104,44,100,100,90.42,93.22,3481553
1191,Humane Society of Sarasota County,"OUR MISSIONAs the area's premier no-kill shelter, the Humane Society of Sarasota County engages the hearts, hands, and minds of the community to help animals.OUR VISIONA community where all animals are cared for and loved.OUR VALUESWe achieve our mission by providing compassionate care to our shelter pets, finding them permanent homes, and promoting responsible pet ownership in our community.Incorporated in 1952 as Sarasota's first nonprofit animal welfare organization, the Humane Society of Sarasota County (HSSC) has grown to be the area's premier no-kill shelter. A home is found for every adoptable pet in our care. We take tremendous pride in being the area's premier no-kill shelter, and with that comes the responsibility to lead by example. Our mission will always be focused on saving the lives of cats and dogs and enriching human lives along the way.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6319,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,Sarasota,27.766279,-81.686783,17,30,96,100,97.17,1571453
1192,Humane Society of Pulaski County,"The Humane Society of Pulaski County (HSPC) is a no-kill shelter that helps animals in central Arkansas. Founded in 1946, HSPC offers a variety of programs and services to the people and animals in the community, including providing quality animal care in our no-kill shelter, housing approximately 200 animals at a time; carefully screening adoptions and placing animals in good new homes; providing emergency animal rescue and medical treatment for the rescued animals; reuniting lost and found animals with their families; sponsoring volunteer activities; obtaining medical care for animals in our shelter; promoting animal welfare; offering foster care programs; and educating children, civic groups and the community.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7283,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",AR,Little Rock,34.969704,-92.373123,44,100,100,90,92.92,1154452
1193,Humane Society of North Texas,"The Humane Society of North Texas (HSNT) has been serving Tarrant and surrounding counties since 1905. HSNT's mission is to act as an advocate on behalf of all animals and to ensure their legal, moral and ethical consideration and protection; to provide for the well-being of animals who are abandoned, injured, neglected, mistreated or otherwise in need; to promote an appreciation of animals; and to instill respect for all living things. In accordance to our mission, we promote kindness, justice and mercy to every living creature entering our door. To accomplish our mission, we provide adoptions, humane investigations, animal surrender and admission, emergency rescue, a spay and neuter program, lost and found, and animal education.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6356,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",TX,Fort Worth,31.054487,-97.563461,17,30,92,100,94.34,2220990
1194,Humane Society of Pinellas,"Established in 1949, The Humane Society of Pinellas (HSP) is Pinellas county's largest no-kill animal shelter that finds homes for more than 2,500 animals each year. Beyond adoptions, the Humane Society of Pinellas provides life-saving care and services to help keep pets and people together. Programs offered include a low-cost Pet Clinic, affordable spay/neuter services, TNVR (Trap-Vaccinate and Release) for stray and community cats, a behavior helpline and training classes, and a pet food pantry for low-income pet owners. HSP's Senior Pet Connection program supports low-income and homebound seniors by making monthly deliveries of pet food and supplies at no cost. Like a ""meals on wheels"" for pets, our dedicated staff and volunteers also assist participants with routine vaccines and preventatives in addition to the pet food. HSP's Deanna Marie Palestra Humane Education & Outreach Program reaches more than 6,500 kids annually through 164 programs.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5559,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,Clearwater,27.766279,-81.686783,31,43,100,86.17,90.22,1338503
1195,Humane Society of New York,"Since its founding in 1904, the Humane Society of New York has been a presence in New York City, caring for animals in need when illness, injury or homelessness strikes. Today our hospital and our Vladimir Horowitz and Wanda Toscanini Horowitz Adoption Center help more than 38,000 dogs and cats annually, and their numbers continue to grow. The Society has long been noted for its innovative, highly individualized approach to animal care; its pioneer attitude is now reflected in programs coming to the fore nationwide. On any given day the Society is responsible for hundreds of animals with diverse needs. For many, the Society is the only place they will find help.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5991,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",NY,New York,42.165726,-74.948051,31,43,100,91.28,93.83,2532576
1196,Humane Society of Missouri,"Since 1870, the Humane Society of Missouri has been dedicated to second chances. We provide a safe and caring haven to all animals in need - large and small - that have been abused, neglected or abandoned. Our mission is to end the cycle of abuse and pet overpopulation through our rescue and investigation efforts, spay/neuter programs and educational classes. We are committed to creating lasting relationships between people and animals through our adoption programs. We further support that bond by making available world-class veterinary care, and outstanding pet obedience and behavior programs.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3846,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",MO,St. Louis,38.456085,-92.288368,44,100,96,86.69,90.17,10132558
1197,Humane Society of Manatee County,"The mission of the Humane Society of Manatee County is: HSMC is committed to leading Manatee County in fostering compassion and respect for animals through care, education and collaboration. Our programs are focused on prevention and retention and include: Low cost spay/neuter services, trap/neuter and return for feral cats, Pet Safety Net resources to help you care for and keep your pet, rescue and adoption of orphaned dogs and cats. We are a community-based private non-profit organization that relies entirely upon donations to do our lifesaving work. Our funding comes from people like you. We receive no monies from any national organization or government entity.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17222,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,Bradenton,27.766279,-81.686783,44,100,100,97.01,97.88,1236658
1198,Humane Society of Marion County,"The Humane Society of Marion County, founded in 1964, is a non-profit no-kill shelter dedicated to the care and protection of animals in Marion County, Florida. The mission of the Humane Society of Marion County is to prevent cruelty, suffering and overpopulation of animals through education, housing and financial support.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7241,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,Ocala,27.766279,-81.686783,44,100,85,79.21,81.87,404524
1199,Humane Society of Memphis & Shelby County,"Since 1933, the Humane Society of Memphis & Shelby County has been providing shelter, food and medical care for thousands of unwanted, neglected and abused animals. We offer refuge, medical care, nourishment, and an opportunity for a second chance for life to injured and abused animals; protect animals from cruelty, neglect, carelessness and ignorance; foster a public sentiment of humanity and gentleness toward animals and promote responsible pet ownership through humane education; and enhance the quality of human life with animal companionship.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6853,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",TN,Memphis,35.747845,-86.692345,17,30,92,78.92,84.05,674769
1200,Humane Society of Indianapolis,"The Humane Society of Indianapolis (IndyHumane) is the leading voice for the welfare of animals and improving their quality of life. Our vision is that all central Indiana animals are treated with dignity and respect and live free from cruelty, harm and neglect. IndyHumane is the first choice in providing direct services for shelter cats and dogs, including adoption, foster home placement, behavior training, appropriate medical care, and affordable spay/neuter services. As the voice for the animals, IndyHumane brings together like-minded animal-focused individuals and groups to educate the public about animal welfare issues and concerns. For over 100 years, it's all about the animals.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6136,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",IN,Indianapolis,39.849426,-86.258278,31,43,100,86.71,90.6,3471450
1201,Humane Society of Harrisburg Area,"The Humane Society of Harrisburg Area (HSHA) works to build a better community for pets and people through compassion, protection, education, and collaboration. HSHA has been serving the community since 1911. HSHA accomplishes this mission through a wide variety of programs and services for both pets and people. The organization's service area encompasses Dauphin, Cumberland, Perry, and Northern York Counties. HSHA accepts homeless animals regardless of their breed, age, medical condition, or behavioral condition and takes in thousands of homeless animals each year. However, HSHA does not euthanize adoptable animals due to lack of space or length of stay.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6815,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",PA,Harrisburg,40.590752,-77.209755,31,43,89,89.38,89.18,1738553
1202,Humane Society of Greater Miami,"The Humane Society of Greater Miami is a limited admit, adoption guarantee facility dedicated to placing every dog and cat in our care into a loving home, and to promoting responsible pet ownership and spay/neuter programs. Adoption guarantee means that every animal that is admitted to our shelter is free from the threat of euthanasia for time, space, or treatable medical issues. We provide shelter, food, veterinary care, and plenty of TLC while the dogs and cats wait for their permanent home, no matter how long it takes.We have been helping homeless animals in Miami-Dade County since 1936. We offer programs and services to educate, inform, and inspire people to take responsible care of their pets and treat animals with the kindness they deserve. With the support of people from across the county, we are helping to create a better community for all. We are a private, not-for-profit, 501 (c) (3) charitable animal welfare organization.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6303,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,North Miami Beach,27.766279,-81.686783,17,30,93,84.77,88.14,1463799
1203,Humane Society of Greater Kansas City,"Founded in 1912, Humane Society of Greater Kansas City is the oldest existing humane society in metropolitan Kansas City. We were originally called The Humane Society of Wyandotte County and two sisters are credited with our founding, Sarah Jacobs and Henriette H. Jacobs. In 1970, we changed our name to The Humane Society of Greater Kansas City and continue to this day to serve the entire metropolitan area. In 1994 we became the first no-kill shelter in Kansas City and continue to provide low-cost spay/neuter services and preventive veterinary care. We employ three veterinarians and support staff for our clinic, which is located in our facility. We find homes for over 97% of the pets in our care.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7058,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",KS,Kansas City,38.5266,-96.726486,17,30,78,83.52,80.56,1444043
1204,Humane Society of Fairfax County,"Established in 1968, the Humane Society of Fairfax County (HSFC) was formed by concerned citizens to rescue and protect both domestic and wild animals from abuse, neglect, abandonment, and cruelty. The organization has changed tremendously over the years. A handful of volunteers has grown to over a hundred dedicated individuals who give their time to help whenever and wherever needed. Our list of services to the community includes educating the public about animal care, alerting the community about the horrors of the fur industry and hunting, providing information on state and county laws, foster parenting animals awaiting adoption, adopting a multitude of different animals into loving homes, and helping to rehabilitate wild animals for future release.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7180,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",VA,Fairfax,37.769337,-78.169968,44,100,70,83.94,75.93,1940563
1205,Humane Society of Greater Dayton,The Humane Society of Greater Dayton builds loving relationships between people and pets. Our vision is to build a community in which all animals are valued and family life is enhanced through relationships with pets. We find homes for homeless pets; reunite lost pets with their families; and lower pet overpopulation through proactive spay/neuter programs. We also work to eliminate animal abuse and neglect through cruelty investigations and community action; serve as a resource for pet owners to enhance the human-animal bond; collaborate with community organization and companies to make our programs more effective and strive to be the area's most proactive and effective animal-care agency. We have served Montgomery County for more than 100 years.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6111,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",OH,Dayton,40.388783,-82.764915,31,43,100,90.08,92.98,1366201
1206,Humane Society of Huron Valley,"HSHV's mission is to support the loving, responsible care of all animals in our community by:-Ensuring proper, nurturing care for the animals in our shelter-Placing all adoptable animals in loving homes-Reducing pet over-population-Caring for the physical well-being of animals in our community-Providing education and outreach to the community-Stopping animal crueltyWe are the only animal shelter in Washtenaw County that takes in all types of unwanted, injured, lost, stray, abandoned, and abused animals.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6156,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",MI,Ann Arbor,43.326618,-84.536095,17,30,100,91.27,93.82,3056540
1207,Humane Society of Elkhart County,"The Humane Society of Elkhart County (HSEC) is dedicated to promoting respect and responsibility for all animals and to the prevention of suffering and neglect through education, public service and adoption. Because we provide animal control to most of Elkhart County, we are considered an open admission shelter. This means HSEC will not refuse animals from Elkhart County service area residents if the shelter is full. Although we are an Open Admission shelter, we are proud to say that every animal that goes into our adoption center stays there until they are adopted. We have worked really hard to try every effort of finding an animal a home by adoption or working with legitimate animal welfare groups. If the animal won't fit well in our adoption center, we will try to find another animal welfare group to give it a home.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17221,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",IN,Bristol,39.849426,-86.258278,31,43,89,93.85,91.08,2043521
1208,Humane Society of El Paso,"Founded in 1947, the Humane Society of El Paso is dedicated to preventing suffering, neglect, abuse and cruelty to animals, providing information, raising public awareness of animal issues, promoting responsible pet ownership, and kindness towards all living things. To achieve our mission, we pursue the following goals: to provide a compassionate and healthful environment for those in our care; to facilitate responsible adoption by placing animals in caring homes; to offer education and spay/neuter programs to reduce the suffering caused by pet overpopulation; to eliminate cruelty to animals through education and advocacy; and to promote responsible pet ownership and respect for all animals through education.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6341,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",TX,El Paso,31.054487,-97.563461,31,43,81,93.82,85.87,1631475
1209,Humane Society of Charlotte,"Founded in 1978, the Humane Society of Charlotte is working with you to create a world where there are no more homeless and unwanted animals. As a space available shelter, our policy is that all animals at the Humane Society are offered the opportunity of a safe and loving home. The Humane Society of Charlotte's mission is to bring love and hope to all animals by insuring the humane treatment of companion animals through adoption, spay/neuter and education. Our vision, all animals in safe and loving homes, will be accomplished by providing care and compassion for all animals, physically and emotionally; education and information on the humane and responsible treatment of all animals; respect for animals and people; integrity in word and deed; collaboration with the community; and being fiscally responsible and accountable to the community.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8278,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",NC,Charlotte,35.630066,-79.806419,17,30,96,90.32,92.59,5421998
1210,Humane Society of Broward County,"We at the Humane Society of Broward County believe in advocating for and improving the lives of animals by providing adoptions, community services, and education. Established in 1944, the Humane Society of Broward County's animal shelter is 33,000 square-feet with the ability to house over 300 dogs and cats. The society has full time veterinarian services for shelter animals with an on site clinic. Over 200,000 patrons visit the shelter each year. In fiscal year 2007, the society placed 9,923 animals into new homes; and our educational programs touched over 150,000 children and adults.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5594,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,Fort Lauderdale,27.766279,-81.686783,17,30,93,78.17,83.78,3085319
1211,The Humane Society Naples,"""Our mission is to shelter animals in times of need, locate life-long homes and promote responsible pet ownership through education, legislation, and sterilization.""",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5566,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",FL,Naples,27.766279,-81.686783,44,100,100,97.5,98.23,2567803
1212,Humane Society of Boulder Valley,"It is the mission of the Humane Society of Boulder Valley to protect and enhance the lives of companion animals by promoting healthy relationships between pets and people. We stay true to our mission statement through a diverse curriculum of programs and services. Over a century ago, the Humane Society of Boulder Valley was founded to protect those who did not have a voice to protect themselves. This mission holds true today as we counter animal neglect and cruelty by partnering with community animal care and control and law enforcement agencies. We offer refuge to over 8,000 animals each year.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5724,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",CO,Boulder,39.059811,-105.311104,31,43,100,81.35,86.81,2452538
1213,Humane Society International,"As the international arm of The Humane Society of the United States (HSUS), Humane Society International (HSI) oversees and coordinates the work of The HSUS abroad, addressing animal issues that cross many borders and impact millions of animals worldwide. HSI works with national and jurisdictional governments, humane organizations, and individual animal protectionists in countries around the world to find practical, culturally sensitive, and long-term solutions to common animal issues, and to share an ethic of respect and compassion for all life.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5456,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",DC,Washington,38.897438,-77.026817,44,100,96,85,89.02,12487743
1214,Humane Society for Southwest Washington,rescue. return. restore. rehome. reconnect.one animal at a time.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6620,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",WA,Vancouver,47.400902,-121.490494,31,43,92,74.63,81.18,1584915
1215,The Humane Society for Tacoma and Pierce County,"The Humane Society for Tacoma and Pierce County's mission is to advance the welfare of animals and promote positive relationships between animals and people. The Humane Society envisions a community where every pet has a permanent and loving home and all pets are treated with respect and compassion. We open our doors to more than 11,000 homeless pets every year - taking in more animals than any other shelter in the state of Washington. We have exceeded the gold standard of a 90% or more live release rate since 2015.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5760,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",WA,Tacoma,47.400902,-121.490494,31,43,100,94.97,96.44,3356778
1216,Humane Society Calumet Area,"Humane Indiana's mission is to lead the community in the humane treatment of animals. The organization also supports the reduction of unwanted animals by promoting the spay/neuter program. The organization provides community services, such as visiting area nursing homes, education in the school system, and speaking engagements.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17249,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",IN,Munster,39.849426,-86.258278,44,100,89,95.84,91.68,865999
1217,Humane Rescue Alliance,"The Washington Humane Society and the Washington Animal Rescue League have each served the animals and people of the District of Columbia and the National Capitol region for over a century. Now these two great forces for animal protection have come together to form an even more powerful organization: the Humane Rescue Alliance.



With the creation of the Humane Rescue Alliance, we're combining our proficiency and knowledge in all aspects of animal care, from providing quality, affordable medical services to creating families with each adoption. Most importantly, we're here to tenaciously protect and advocate for the animals in our community, and support and celebrate people's love and compassion for them. We are the Humane Rescue Alliance.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5481,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",DC,Washington,38.897438,-77.026817,17,30,89,92.47,90.57,17169915
1218,Humane Farming Association,"The Humane Farming Association (HFA) is the nation's largest farm animal protection organization. Founded in 1985, HFA is leading the campaign against factory farming and slaughterhouse abuses. HFA is also home to the world's largest farm animal refuge, Suwanna Ranch. HFA's goals are to protect farm animals from cruelty, to protect the public from the dangerous misuse of antibiotics, hormones, and other chemicals used on factory farms, and to protect the environment from the impacts of industrialized animal factories. HFA's comprehensive programs include: anti-cruelty investigations and exposes, national media and ad campaigns, direct hands-on emergency care, and refuge for abused farm animals.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5634,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",CA,San Rafael,36.116203,-119.681564,44,100,97,81.7,86.88,3049949
1219,Humane Animal Rescue,"In April 2017, The Animal Rescue League Shelter & Wildlife Center and the Western Pennsylvania Humane Society merged to form Humane Animal Rescue, a cohesive organization that will provide enhanced services to domestic animals and wildlife of our region. Our philosophy, compassion, and combined resources will better serve our community through a multifaceted and innovative approach. We will provide all aspects of care to abandoned, neglected, and injured animals; reunite lost pets with their caregivers or seek new families for them; educate the community on humane care and interactions with all animals with the goal of reducing pet overpopulation and negative relationships with native wildlife; reinforce a standard of living for animals and prevent cruelty; and provide assistance and medical care to injured, orphaned, or ill native Pennsylvania wildlife with a goal of returning them to their natural habitat. Our open door policy ensures that no animal is ever refused shelter.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6104,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",PA,Pittsburgh,0,0,0,100,100,85.64,89.84,4196516
1220,Human Rights Initiative,"Founded in 1999, Human Rights Initiative of North Texas (HRI) provides legal and support services to refugees and immigrants who have suffered human rights abuses, advocates for justice and promotes international human rights. HRI represents immigrant victims of violence. Our clients include victims of human rights abuses seeking asylum in the United States, victims of human trafficking, victims of spousal or child abuse at the hands of a U.S. citizen or Permanent Resident, immigrant children who flee from violence and travel to the U.S. alone, or immigrant children that have been abused, abandoned or neglected by their parents in the U.S.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9189,1,International ,International ,"International Peace, Security, and Affairs",TX,Dallas,31.054487,-97.563461,31,43,92,91.5,91.74,5471464
1221,Human Rights Watch,"Human Rights Watch is one of the world's leading independent organizations dedicated to defending and protecting human rights. By focusing international attention where human rights are violated, we give voice to the oppressed and hold oppressors accountable for their crimes. Our rigorous, objective investigations and strategic, targeted advocacy build intense pressure for action and raise the cost of human rights abuse. For 30 years, Human Rights Watch has worked tenaciously to lay the legal and moral groundwork for deep-rooted change and has fought to bring greater justice and security to people around the world.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3845,1,International ,International ,"International Peace, Security, and Affairs",NY,New York,42.165726,-74.948051,17,30,97,85.07,89.23,57620234
1222,Human Rights First,"Human Rights First is an independent advocacy and action organization that challenges America to live up to its ideals. We believe American leadership is essential in the struggle for human rights so we press the U.S. government and private companies to respect human rights and the rule of law. When they don't, we step in to demand reform, accountability and justice. Around the world, we work where we can best harness American influence to secure core freedoms.We know that it is not enough to expose and protest injustice, so we create the political environment and policy solutions necessary to ensure consistent respect for human rights. Whether we are protecting refugees, combating torture, or defending persecuted minorities, we focus not on making a point, but on making a difference. For over 30 years, we've built bipartisan coalitions and teamed up with frontline activists and lawyers to tackle issues that demand American leadership.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3986,1,International ,International ,"International Peace, Security, and Affairs",NY,New York,42.165726,-74.948051,31,43,100,81.91,87.2,10290212
1223,Human Rights Foundation,"The Human Rights Foundation (HRF) is a nonpartisan organization that promotes and protects human rights globally, with an expertise in the Americas. HRF unites people in the common cause of defending human rights and promoting liberal democracy. Our mission is to ensure that freedom is both preserved and promoted around the world. We seek, in particular, to sustain the struggle for liberty in those areas where it is presently under threat.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13912,1,International ,International ,"International Peace, Security, and Affairs",NY,New York,42.165726,-74.948051,44,100,100,89.29,92.42,3161345
